设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#27];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L04,#27,GW252/13600,(5)发电状态,5,2025-11-28 13:03:23,2025-12-01 23:59:59,298596,82.94
2,L04,#27,GW252/13600,(4)启机状态,4,2025-11-28 13:02:47,2025-11-28 13:03:23,36,0.01
3,L04,#27,GW252/13600,(3)待机状态,3,2025-11-28 13:02:11,2025-11-28 13:02:47,36,0.01
4,L04,#27,GW252/13600,(2)停机状态,2,2025-11-28 12:26:17,2025-11-28 13:02:11,2154,0.6
5,L04,#27,GW252/13600,(1)停机过程,1,2025-11-28 12:25:30,2025-11-28 12:26:17,47,0.01
6,L04,#27,GW252/13600,(5)发电状态,5,2025-11-24 20:10:38,2025-11-28 12:25:30,317692,88.25
7,L04,#27,GW252/13600,(4)启机状态,4,2025-11-24 20:07:49,2025-11-24 20:10:38,169,0.05
8,L04,#27,GW252/13600,(3)待机状态,3,2025-11-24 19:09:24,2025-11-24 20:07:49,3505,0.97
9,L04,#27,GW252/13600,(2)停机状态,2,2025-11-24 18:32:42,2025-11-24 19:09:24,2202,0.61
10,L04,#27,GW252/13600,(1)停机过程,1,2025-11-24 18:31:48,2025-11-24 18:32:42,54,0.02
11,L04,#27,GW252/13600,(5)发电状态,5,2025-11-24 13:31:39,2025-11-24 18:31:48,18009,5
12,L04,#27,GW252/13600,(4)启机状态,4,2025-11-24 13:30:07,2025-11-24 13:31:39,92,0.03
13,L04,#27,GW252/13600,(3)待机状态,3,2025-11-24 13:29:23,2025-11-24 13:30:07,44,0.01
14,L04,#27,GW252/13600,(2)停机状态,2,2025-11-24 13:23:22,2025-11-24 13:29:23,361,0.1
15,L04,#27,GW252/13600,(1)停机过程,1,2025-11-24 13:22:28,2025-11-24 13:23:22,54,0.02
16,L04,#27,GW252/13600,(5)发电状态,5,2025-11-23 22:27:31,2025-11-24 13:22:28,53697,14.92
17,L04,#27,GW252/13600,(4)启机状态,4,2025-11-23 22:24:27,2025-11-23 22:27:31,184,0.05
18,L04,#27,GW252/13600,(3)待机状态,3,2025-11-23 18:37:37,2025-11-23 22:24:27,13610,3.78
19,L04,#27,GW252/13600,(2)停机状态,2,2025-11-23 18:35:25,2025-11-23 18:37:37,132,0.04
20,L04,#27,GW252/13600,(1)停机过程,1,2025-11-23 18:34:29,2025-11-23 18:35:25,56,0.02
21,L04,#27,GW252/13600,(5)发电状态,5,2025-11-23 12:49:53,2025-11-23 18:34:29,20676,5.74
22,L04,#27,GW252/13600,(4)启机状态,4,2025-11-23 12:49:04,2025-11-23 12:49:53,49,0.01
23,L04,#27,GW252/13600,(3)待机状态,3,2025-11-23 12:48:21,2025-11-23 12:49:04,43,0.01
24,L04,#27,GW252/13600,(2)停机状态,2,2025-11-23 12:48:20,2025-11-23 12:48:21,1,0
25,L04,#27,GW252/13600,(1)停机过程,1,2025-11-23 12:47:27,2025-11-23 12:48:20,53,0.01
26,L04,#27,GW252/13600,(5)发电状态,5,2025-11-20 19:43:09,2025-11-23 12:47:27,234258,65.07
27,L04,#27,GW252/13600,(4)启机状态,4,2025-11-20 19:42:16,2025-11-20 19:43:09,53,0.01
28,L04,#27,GW252/13600,(3)待机状态,3,2025-11-20 19:41:34,2025-11-20 19:42:16,42,0.01
29,L04,#27,GW252/13600,(2)停机状态,2,2025-11-20 19:41:32,2025-11-20 19:41:34,2,0
30,L04,#27,GW252/13600,(1)停机过程,1,2025-11-20 19:40:38,2025-11-20 19:41:32,54,0.02
31,L04,#27,GW252/13600,(5)发电状态,5,2025-11-13 19:40:28,2025-11-20 19:40:38,604810,168
32,L04,#27,GW252/13600,(4)启机状态,4,2025-11-13 19:37:18,2025-11-13 19:40:28,190,0.05
33,L04,#27,GW252/13600,(3)待机状态,3,2025-11-13 15:57:53,2025-11-13 19:37:18,13165,3.66
34,L04,#27,GW252/13600,(2)停机状态,2,2025-11-13 15:57:51,2025-11-13 15:57:53,2,0
35,L04,#27,GW252/13600,(1)停机过程,1,2025-11-13 15:56:56,2025-11-13 15:57:51,55,0.02
36,L04,#27,GW252/13600,(5)发电状态,5,2025-11-12 21:20:27,2025-11-13 15:56:56,66989,18.61
37,L04,#27,GW252/13600,(4)启机状态,4,2025-11-12 21:18:05,2025-11-12 21:20:27,142,0.04
38,L04,#27,GW252/13600,(3)待机状态,3,2025-11-12 19:59:53,2025-11-12 21:18:05,4692,1.3
39,L04,#27,GW252/13600,(2)停机状态,2,2025-11-12 19:58:28,2025-11-12 19:59:53,85,0.02
40,L04,#27,GW252/13600,(1)停机过程,1,2025-11-12 19:57:33,2025-11-12 19:58:28,55,0.02
41,L04,#27,GW252/13600,(5)发电状态,5,2025-11-12 19:08:34,2025-11-12 19:57:33,2939,0.82
42,L04,#27,GW252/13600,(4)启机状态,4,2025-11-12 19:04:50,2025-11-12 19:08:34,224,0.06
43,L04,#27,GW252/13600,(3)待机状态,3,2025-11-12 15:00:19,2025-11-12 19:04:50,14671,4.08
44,L04,#27,GW252/13600,(2)停机状态,2,2025-11-12 15:00:18,2025-11-12 15:00:19,1,0
45,L04,#27,GW252/13600,(1)停机过程,1,2025-11-12 14:59:23,2025-11-12 15:00:18,55,0.02
46,L04,#27,GW252/13600,(5)发电状态,5,2025-11-12 14:51:35,2025-11-12 14:59:23,468,0.13
47,L04,#27,GW252/13600,(4)启机状态,4,2025-11-12 14:47:07,2025-11-12 14:51:35,268,0.07
48,L04,#27,GW252/13600,(3)待机状态,3,2025-11-12 13:35:24,2025-11-12 14:47:07,4303,1.2
49,L04,#27,GW252/13600,(2)停机状态,2,2025-11-12 12:58:43,2025-11-12 13:35:24,2201,0.61
50,L04,#27,GW252/13600,(1)停机过程,1,2025-11-12 12:57:48,2025-11-12 12:58:43,55,0.02
51,L04,#27,GW252/13600,(5)发电状态,5,2025-11-11 19:44:12,2025-11-12 12:57:48,62016,17.23
52,L04,#27,GW252/13600,(4)启机状态,4,2025-11-11 19:43:24,2025-11-11 19:44:12,48,0.01
53,L04,#27,GW252/13600,(3)待机状态,3,2025-11-11 19:42:42,2025-11-11 19:43:24,42,0.01
54,L04,#27,GW252/13600,(2)停机状态,2,2025-11-11 19:00:46,2025-11-11 19:42:42,2516,0.7
55,L04,#27,GW252/13600,(1)停机过程,1,2025-11-11 18:59:51,2025-11-11 19:00:46,55,0.02
56,L04,#27,GW252/13600,(5)发电状态,5,2025-11-09 22:00:05,2025-11-11 18:59:51,161986,45
57,L04,#27,GW252/13600,(4)启机状态,4,2025-11-09 21:58:05,2025-11-09 22:00:05,120,0.03
58,L04,#27,GW252/13600,(3)待机状态,3,2025-11-09 21:57:08,2025-11-09 21:58:05,57,0.02
59,L04,#27,GW252/13600,(2)停机状态,2,2025-11-09 21:55:01,2025-11-09 21:57:08,127,0.04
60,L04,#27,GW252/13600,(1)停机过程,1,2025-11-09 21:54:07,2025-11-09 21:55:01,54,0.02
61,L04,#27,GW252/13600,(5)发电状态,5,2025-11-09 21:46:28,2025-11-09 21:54:07,459,0.13
62,L04,#27,GW252/13600,(4)启机状态,4,2025-11-09 21:44:27,2025-11-09 21:46:28,121,0.03
63,L04,#27,GW252/13600,(3)待机状态,3,2025-11-09 16:49:41,2025-11-09 21:44:27,17686,4.91
64,L04,#27,GW252/13600,(2)停机状态,2,2025-11-09 16:44:03,2025-11-09 16:49:41,338,0.09
65,L04,#27,GW252/13600,(1)停机过程,1,2025-11-09 16:43:08,2025-11-09 16:44:03,55,0.02
66,L04,#27,GW252/13600,(5)发电状态,5,2025-11-09 15:59:07,2025-11-09 16:43:08,2641,0.73
67,L04,#27,GW252/13600,(4)启机状态,4,2025-11-09 15:55:28,2025-11-09 15:59:07,219,0.06
68,L04,#27,GW252/13600,(3)待机状态,3,2025-11-09 15:51:00,2025-11-09 15:55:28,268,0.07
69,L04,#27,GW252/13600,(2)停机状态,2,2025-11-09 15:45:24,2025-11-09 15:51:00,336,0.09
70,L04,#27,GW252/13600,(1)停机过程,1,2025-11-09 15:44:29,2025-11-09 15:45:24,55,0.02
71,L04,#27,GW252/13600,(4)启机状态,4,2025-11-09 15:39:29,2025-11-09 15:44:29,300,0.08
72,L04,#27,GW252/13600,(3)待机状态,3,2025-11-09 15:23:27,2025-11-09 15:39:29,962,0.27
73,L04,#27,GW252/13600,(2)停机状态,2,2025-11-09 15:21:49,2025-11-09 15:23:27,98,0.03
