设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#22];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L16,#22,GW252/13600,(5)发电状态,5,2025-12-01 03:00:45,2025-12-01 23:59:59,75554,20.99
2,L16,#22,GW252/13600,(4)启机状态,4,2025-12-01 03:00:00,2025-12-01 03:00:45,45,0.01
3,L16,#22,GW252/13600,(3)待机状态,3,2025-12-01 02:59:23,2025-12-01 03:00:00,37,0.01
4,L16,#22,GW252/13600,(1)停机过程,1,2025-12-01 02:58:37,2025-12-01 02:59:23,46,0.01
5,L16,#22,GW252/13600,(5)发电状态,5,2025-11-29 18:35:13,2025-12-01 02:58:37,116604,32.39
6,L16,#22,GW252/13600,(4)启机状态,4,2025-11-29 18:34:20,2025-11-29 18:35:13,53,0.01
7,L16,#22,GW252/13600,(3)待机状态,3,2025-11-29 18:33:38,2025-11-29 18:34:20,42,0.01
8,L16,#22,GW252/13600,(2)停机状态,2,2025-11-29 17:56:55,2025-11-29 18:33:38,2203,0.61
9,L16,#22,GW252/13600,(1)停机过程,1,2025-11-29 17:56:09,2025-11-29 17:56:55,46,0.01
10,L16,#22,GW252/13600,(5)发电状态,5,2025-11-28 12:58:11,2025-11-29 17:56:09,104278,28.97
11,L16,#22,GW252/13600,(4)启机状态,4,2025-11-28 12:57:32,2025-11-28 12:58:11,39,0.01
12,L16,#22,GW252/13600,(3)待机状态,3,2025-11-28 12:56:58,2025-11-28 12:57:32,34,0.01
13,L16,#22,GW252/13600,(2)停机状态,2,2025-11-28 12:25:11,2025-11-28 12:56:58,1907,0.53
14,L16,#22,GW252/13600,(1)停机过程,1,2025-11-28 12:24:19,2025-11-28 12:25:11,52,0.01
15,L16,#22,GW252/13600,(5)发电状态,5,2025-11-26 14:13:47,2025-11-28 12:24:19,166232,46.18
16,L16,#22,GW252/13600,(4)启机状态,4,2025-11-26 14:12:57,2025-11-26 14:13:47,50,0.01
17,L16,#22,GW252/13600,(3)待机状态,3,2025-11-26 14:12:19,2025-11-26 14:12:57,38,0.01
18,L16,#22,GW252/13600,(2)停机状态,2,2025-11-26 14:05:25,2025-11-26 14:12:19,414,0.12
19,L16,#22,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:25,57,0.02
20,L16,#22,GW252/13600,(5)发电状态,5,2025-11-26 13:35:30,2025-11-26 14:04:28,1738,0.48
21,L16,#22,GW252/13600,(4)启机状态,4,2025-11-26 13:34:43,2025-11-26 13:35:30,47,0.01
22,L16,#22,GW252/13600,(3)待机状态,3,2025-11-26 13:34:04,2025-11-26 13:34:43,39,0.01
23,L16,#22,GW252/13600,(2)停机状态,2,2025-11-26 13:25:33,2025-11-26 13:34:04,511,0.14
24,L16,#22,GW252/13600,(1)停机过程,1,2025-11-26 13:24:36,2025-11-26 13:25:33,57,0.02
25,L16,#22,GW252/13600,(5)发电状态,5,2025-11-26 12:50:15,2025-11-26 13:24:36,2061,0.57
26,L16,#22,GW252/13600,(4)启机状态,4,2025-11-26 12:49:26,2025-11-26 12:50:15,49,0.01
27,L16,#22,GW252/13600,(3)待机状态,3,2025-11-26 12:48:47,2025-11-26 12:49:26,39,0.01
28,L16,#22,GW252/13600,(2)停机状态,2,2025-11-26 11:40:00,2025-11-26 12:48:47,4127,1.15
29,L16,#22,GW252/13600,(1)停机过程,1,2025-11-26 11:39:04,2025-11-26 11:40:00,56,0.02
30,L16,#22,GW252/13600,(5)发电状态,5,2025-11-25 17:14:29,2025-11-26 11:39:04,66275,18.41
31,L16,#22,GW252/13600,(4)启机状态,4,2025-11-25 17:13:47,2025-11-25 17:14:29,42,0.01
32,L16,#22,GW252/13600,(3)待机状态,3,2025-11-25 17:13:11,2025-11-25 17:13:47,36,0.01
33,L16,#22,GW252/13600,(2)停机状态,2,2025-11-25 17:03:56,2025-11-25 17:13:11,555,0.15
34,L16,#22,GW252/13600,(1)停机过程,1,2025-11-25 17:03:00,2025-11-25 17:03:56,56,0.02
35,L16,#22,GW252/13600,(5)发电状态,5,2025-11-25 13:32:51,2025-11-25 17:03:00,12609,3.5
36,L16,#22,GW252/13600,(4)启机状态,4,2025-11-25 13:32:12,2025-11-25 13:32:51,39,0.01
37,L16,#22,GW252/13600,(3)待机状态,3,2025-11-25 13:31:37,2025-11-25 13:32:12,35,0.01
38,L16,#22,GW252/13600,(2)停机状态,2,2025-11-25 13:10:06,2025-11-25 13:31:37,1291,0.36
39,L16,#22,GW252/13600,(1)停机过程,1,2025-11-25 13:09:12,2025-11-25 13:10:06,54,0.02
40,L16,#22,GW252/13600,(5)发电状态,5,2025-11-25 10:12:49,2025-11-25 13:09:12,10583,2.94
41,L16,#22,GW252/13600,(4)启机状态,4,2025-11-25 10:12:16,2025-11-25 10:12:49,33,0.01
42,L16,#22,GW252/13600,(3)待机状态,3,2025-11-25 10:11:46,2025-11-25 10:12:16,30,0.01
43,L16,#22,GW252/13600,(2)停机状态,2,2025-11-25 09:57:05,2025-11-25 10:11:46,881,0.24
44,L16,#22,GW252/13600,(1)停机过程,1,2025-11-25 09:56:12,2025-11-25 09:57:05,53,0.01
45,L16,#22,GW252/13600,(5)发电状态,5,2025-11-25 06:59:35,2025-11-25 09:56:12,10597,2.94
46,L16,#22,GW252/13600,(4)启机状态,4,2025-11-25 06:59:00,2025-11-25 06:59:35,35,0.01
47,L16,#22,GW252/13600,(3)待机状态,3,2025-11-25 06:58:25,2025-11-25 06:59:00,35,0.01
48,L16,#22,GW252/13600,(2)停机状态,2,2025-11-25 06:04:40,2025-11-25 06:58:25,3225,0.9
49,L16,#22,GW252/13600,(1)停机过程,1,2025-11-25 06:03:48,2025-11-25 06:04:40,52,0.01
50,L16,#22,GW252/13600,(5)发电状态,5,2025-11-24 23:54:18,2025-11-25 06:03:48,22170,6.16
51,L16,#22,GW252/13600,(4)启机状态,4,2025-11-24 23:52:39,2025-11-24 23:54:18,99,0.03
52,L16,#22,GW252/13600,(3)待机状态,3,2025-11-24 23:51:29,2025-11-24 23:52:39,70,0.02
53,L16,#22,GW252/13600,(2)停机状态,2,2025-11-24 23:49:52,2025-11-24 23:51:29,97,0.03
54,L16,#22,GW252/13600,(1)停机过程,1,2025-11-24 23:48:50,2025-11-24 23:49:52,62,0.02
55,L16,#22,GW252/13600,(5)发电状态,5,2025-11-24 22:44:50,2025-11-24 23:48:50,3840,1.07
56,L16,#22,GW252/13600,(4)启机状态,4,2025-11-24 22:41:44,2025-11-24 22:44:50,186,0.05
57,L16,#22,GW252/13600,(3)待机状态,3,2025-11-24 22:16:56,2025-11-24 22:41:44,1488,0.41
58,L16,#22,GW252/13600,(2)停机状态,2,2025-11-24 22:16:23,2025-11-24 22:16:56,33,0.01
59,L16,#22,GW252/13600,(1)停机过程,1,2025-11-24 22:15:27,2025-11-24 22:16:23,56,0.02
60,L16,#22,GW252/13600,(5)发电状态,5,2025-11-24 13:30:56,2025-11-24 22:15:27,31471,8.74
61,L16,#22,GW252/13600,(4)启机状态,4,2025-11-24 13:29:51,2025-11-24 13:30:56,65,0.02
62,L16,#22,GW252/13600,(3)待机状态,3,2025-11-24 13:29:08,2025-11-24 13:29:51,43,0.01
63,L16,#22,GW252/13600,(2)停机状态,2,2025-11-24 13:23:25,2025-11-24 13:29:08,343,0.1
64,L16,#22,GW252/13600,(1)停机过程,1,2025-11-24 13:22:27,2025-11-24 13:23:25,58,0.02
65,L16,#22,GW252/13600,(5)发电状态,5,2025-11-24 13:18:57,2025-11-24 13:22:27,210,0.06
66,L16,#22,GW252/13600,(4)启机状态,4,2025-11-24 13:17:54,2025-11-24 13:18:57,63,0.02
67,L16,#22,GW252/13600,(3)待机状态,3,2025-11-24 13:17:11,2025-11-24 13:17:54,43,0.01
68,L16,#22,GW252/13600,(2)停机状态,2,2025-11-24 12:42:05,2025-11-24 13:17:11,2106,0.59
69,L16,#22,GW252/13600,(1)停机过程,1,2025-11-24 12:41:04,2025-11-24 12:42:05,61,0.02
70,L16,#22,GW252/13600,(5)发电状态,5,2025-11-23 22:09:15,2025-11-24 12:41:04,52309,14.53
71,L16,#22,GW252/13600,(4)启机状态,4,2025-11-23 22:07:14,2025-11-23 22:09:15,121,0.03
72,L16,#22,GW252/13600,(3)待机状态,3,2025-11-23 18:46:46,2025-11-23 22:07:14,12028,3.34
73,L16,#22,GW252/13600,(2)停机状态,2,2025-11-23 18:09:06,2025-11-23 18:46:46,2260,0.63
74,L16,#22,GW252/13600,(1)停机过程,1,2025-11-23 18:08:10,2025-11-23 18:09:06,56,0.02
75,L16,#22,GW252/13600,(5)发电状态,5,2025-11-23 12:50:11,2025-11-23 18:08:10,19079,5.3
76,L16,#22,GW252/13600,(4)启机状态,4,2025-11-23 12:49:18,2025-11-23 12:50:11,53,0.01
77,L16,#22,GW252/13600,(3)待机状态,3,2025-11-23 12:48:34,2025-11-23 12:49:18,44,0.01
78,L16,#22,GW252/13600,(2)停机状态,2,2025-11-23 12:48:28,2025-11-23 12:48:34,6,0
79,L16,#22,GW252/13600,(1)停机过程,1,2025-11-23 12:47:27,2025-11-23 12:48:28,61,0.02
80,L16,#22,GW252/13600,(5)发电状态,5,2025-11-22 13:22:55,2025-11-23 12:47:27,84272,23.41
81,L16,#22,GW252/13600,(4)启机状态,4,2025-11-22 13:22:13,2025-11-22 13:22:55,42,0.01
82,L16,#22,GW252/13600,(3)待机状态,3,2025-11-22 13:21:38,2025-11-22 13:22:13,35,0.01
83,L16,#22,GW252/13600,(2)停机状态,2,2025-11-22 11:59:20,2025-11-22 13:21:38,4938,1.37
84,L16,#22,GW252/13600,(1)停机过程,1,2025-11-22 11:58:25,2025-11-22 11:59:20,55,0.02
85,L16,#22,GW252/13600,(5)发电状态,5,2025-11-21 13:14:20,2025-11-22 11:58:25,81845,22.73
86,L16,#22,GW252/13600,(4)启机状态,4,2025-11-21 13:13:41,2025-11-21 13:14:20,39,0.01
87,L16,#22,GW252/13600,(3)待机状态,3,2025-11-21 13:13:04,2025-11-21 13:13:41,37,0.01
88,L16,#22,GW252/13600,(2)停机状态,2,2025-11-21 12:43:03,2025-11-21 13:13:04,1801,0.5
89,L16,#22,GW252/13600,(1)停机过程,1,2025-11-21 12:42:08,2025-11-21 12:43:03,55,0.02
