设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#42];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L15,#42,GW252/13600,(2)停机状态,2,2025-11-13 17:04:07,--,1580152,438.93
2,L15,#42,GW252/13600,(1)停机过程,1,2025-11-13 17:03:58,2025-11-13 17:04:07,9,0
3,L15,#42,GW252/13600,(9)维护状态,9,2025-11-13 12:36:34,2025-11-13 17:03:58,16044,4.46
4,L15,#42,GW252/13600,(1)停机过程,1,2025-11-13 12:36:25,2025-11-13 12:36:34,9,0
5,L15,#42,GW252/13600,(9)维护状态,9,2025-11-13 05:04:57,2025-11-13 12:36:25,27088,7.52
6,L15,#42,GW252/13600,(0)初始化,0,2025-11-13 04:58:57,2025-11-13 05:04:57,360,0.1
7,L15,#42,GW252/13600,(9)维护状态,9,2025-11-13 04:34:13,2025-11-13 04:58:57,1484,0.41
8,L15,#42,GW252/13600,(2)停机状态,2,2025-11-13 04:32:29,2025-11-13 04:34:13,104,0.03
9,L15,#42,GW252/13600,(1)停机过程,1,2025-11-13 04:32:24,2025-11-13 04:32:29,5,0
10,L15,#42,GW252/13600,(9)维护状态,9,2025-11-13 02:17:32,2025-11-13 04:32:24,8092,2.25
11,L15,#42,GW252/13600,(2)停机状态,2,2025-11-13 02:14:52,2025-11-13 02:17:32,160,0.04
12,L15,#42,GW252/13600,(1)停机过程,1,2025-11-13 02:14:47,2025-11-13 02:14:52,5,0
13,L15,#42,GW252/13600,(0)初始化,0,2025-11-13 02:11:47,2025-11-13 02:14:47,180,0.05
14,L15,#42,GW252/13600,(9)维护状态,9,2025-11-13 02:03:17,2025-11-13 02:11:47,510,0.14
15,L15,#42,GW252/13600,(2)停机状态,2,2025-11-13 02:03:15,2025-11-13 02:03:17,2,0
16,L15,#42,GW252/13600,(0)初始化,0,2025-11-13 02:00:09,2025-11-13 02:03:15,186,0.05
17,L15,#42,GW252/13600,(9)维护状态,9,2025-11-13 01:56:12,2025-11-13 02:00:09,237,0.07
18,L15,#42,GW252/13600,(2)停机状态,2,2025-10-12 19:42:26,2025-11-13 01:56:12,2700826,750.23
19,L15,#42,GW252/13600,(1)停机过程,1,2025-10-12 19:42:16,2025-10-12 19:42:26,10,0
20,L15,#42,GW252/13600,(9)维护状态,9,2025-10-08 20:48:28,2025-10-12 19:42:16,341628,94.9
21,L15,#42,GW252/13600,(1)停机过程,1,2025-10-08 20:48:25,2025-10-08 20:48:28,3,0
22,L15,#42,GW252/13600,(9)维护状态,9,2025-10-08 20:23:30,2025-10-08 20:48:25,1495,0.42
23,L15,#42,GW252/13600,(1)停机过程,1,2025-10-08 20:23:28,2025-10-08 20:23:30,2,0
24,L15,#42,GW252/13600,(9)维护状态,9,2025-10-08 20:14:16,2025-10-08 20:23:28,552,0.15
25,L15,#42,GW252/13600,(1)停机过程,1,2025-10-08 20:14:12,2025-10-08 20:14:16,4,0
26,L15,#42,GW252/13600,(9)维护状态,9,2025-10-08 19:51:46,2025-10-08 20:14:12,1346,0.37
27,L15,#42,GW252/13600,(1)停机过程,1,2025-10-08 19:51:45,2025-10-08 19:51:46,1,0
28,L15,#42,GW252/13600,(9)维护状态,9,2025-10-08 19:49:29,2025-10-08 19:51:45,136,0.04
29,L15,#42,GW252/13600,(2)停机状态,2,2025-10-08 19:49:28,2025-10-08 19:49:29,1,0
30,L15,#42,GW252/13600,(1)停机过程,1,2025-10-08 19:49:17,2025-10-08 19:49:28,11,0
31,L15,#42,GW252/13600,(9)维护状态,9,2025-10-08 16:45:50,2025-10-08 19:49:17,11007,3.06
32,L15,#42,GW252/13600,(0)初始化,0,2025-10-08 16:15:33,2025-10-08 16:45:50,1817,0.5
33,L15,#42,GW252/13600,(9)维护状态,9,2025-10-05 10:10:36,2025-10-08 16:15:33,281097,78.08
34,L15,#42,GW252/13600,(2)停机状态,2,2025-10-05 09:52:30,2025-10-05 10:10:36,1086,0.3
35,L15,#42,GW252/13600,(0)初始化,0,2025-10-05 09:51:15,2025-10-05 09:52:30,75,0.02
36,L15,#42,GW252/13600,(9)维护状态,9,2025-10-05 08:34:38,2025-10-05 09:51:15,4597,1.28
37,L15,#42,GW252/13600,(2)停机状态,2,2025-10-05 08:33:04,2025-10-05 08:34:38,94,0.03
38,L15,#42,GW252/13600,(0)初始化,0,2025-10-05 08:31:49,2025-10-05 08:33:04,75,0.02
39,L15,#42,GW252/13600,(9)维护状态,9,2025-10-05 08:19:22,2025-10-05 08:31:49,747,0.21
40,L15,#42,GW252/13600,(2)停机状态,2,2025-10-05 06:14:28,2025-10-05 08:19:22,7494,2.08
41,L15,#42,GW252/13600,(1)停机过程,1,2025-10-05 06:14:18,2025-10-05 06:14:28,10,0
42,L15,#42,GW252/13600,(9)维护状态,9,2025-10-05 05:58:04,2025-10-05 06:14:18,974,0.27
43,L15,#42,GW252/13600,(2)停机状态,2,2025-10-05 02:20:06,2025-10-05 05:58:04,13078,3.63
44,L15,#42,GW252/13600,(1)停机过程,1,2025-10-05 02:18:53,2025-10-05 02:20:06,73,0.02
45,L15,#42,GW252/13600,(5)发电状态,5,2025-10-05 01:57:25,2025-10-05 02:18:53,1288,0.36
46,L15,#42,GW252/13600,(4)启机状态,4,2025-10-05 01:56:54,2025-10-05 01:57:25,31,0.01
47,L15,#42,GW252/13600,(3)待机状态,3,2025-10-05 01:56:23,2025-10-05 01:56:54,31,0.01
48,L15,#42,GW252/13600,(2)停机状态,2,2025-10-05 01:35:10,2025-10-05 01:56:23,1273,0.35
49,L15,#42,GW252/13600,(1)停机过程,1,2025-10-05 01:34:22,2025-10-05 01:35:10,48,0.01
50,L15,#42,GW252/13600,(5)发电状态,5,2025-10-04 18:59:46,2025-10-05 01:34:22,23676,6.58
51,L15,#42,GW252/13600,(4)启机状态,4,2025-10-04 18:59:03,2025-10-04 18:59:46,43,0.01
52,L15,#42,GW252/13600,(3)待机状态,3,2025-10-04 18:58:25,2025-10-04 18:59:03,38,0.01
53,L15,#42,GW252/13600,(2)停机状态,2,2025-10-04 18:23:16,2025-10-04 18:58:25,2109,0.59
54,L15,#42,GW252/13600,(1)停机过程,1,2025-10-04 18:22:20,2025-10-04 18:23:16,56,0.02
55,L15,#42,GW252/13600,(5)发电状态,5,2025-10-04 16:35:22,2025-10-04 18:22:20,6418,1.78
56,L15,#42,GW252/13600,(4)启机状态,4,2025-10-04 16:31:31,2025-10-04 16:35:22,231,0.06
57,L15,#42,GW252/13600,(3)待机状态,3,2025-10-04 15:09:39,2025-10-04 16:31:31,4912,1.36
58,L15,#42,GW252/13600,(2)停机状态,2,2025-10-04 14:31:57,2025-10-04 15:09:39,2262,0.63
59,L15,#42,GW252/13600,(1)停机过程,1,2025-10-04 14:31:01,2025-10-04 14:31:57,56,0.02
