设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#34];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L14,#34,GW252/13600,(5)发电状态,5,2025-11-28 13:03:30,2025-12-01 23:59:59,298589,82.94
2,L14,#34,GW252/13600,(4)启机状态,4,2025-11-28 13:02:52,2025-11-28 13:03:30,38,0.01
3,L14,#34,GW252/13600,(3)待机状态,3,2025-11-28 13:02:17,2025-11-28 13:02:52,35,0.01
4,L14,#34,GW252/13600,(2)停机状态,2,2025-11-28 12:25:12,2025-11-28 13:02:17,2225,0.62
5,L14,#34,GW252/13600,(1)停机过程,1,2025-11-28 12:24:19,2025-11-28 12:25:12,53,0.01
6,L14,#34,GW252/13600,(5)发电状态,5,2025-11-26 14:13:48,2025-11-28 12:24:19,166231,46.18
7,L14,#34,GW252/13600,(4)启机状态,4,2025-11-26 14:12:58,2025-11-26 14:13:48,50,0.01
8,L14,#34,GW252/13600,(3)待机状态,3,2025-11-26 14:12:22,2025-11-26 14:12:58,36,0.01
9,L14,#34,GW252/13600,(2)停机状态,2,2025-11-26 14:05:24,2025-11-26 14:12:22,418,0.12
10,L14,#34,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:24,56,0.02
11,L14,#34,GW252/13600,(5)发电状态,5,2025-11-26 13:45:55,2025-11-26 14:04:28,1113,0.31
12,L14,#34,GW252/13600,(4)启机状态,4,2025-11-26 13:45:06,2025-11-26 13:45:55,49,0.01
13,L14,#34,GW252/13600,(3)待机状态,3,2025-11-26 13:44:27,2025-11-26 13:45:06,39,0.01
14,L14,#34,GW252/13600,(2)停机状态,2,2025-11-26 11:38:19,2025-11-26 13:44:27,7568,2.1
15,L14,#34,GW252/13600,(1)停机过程,1,2025-11-26 11:37:18,2025-11-26 11:38:19,61,0.02
16,L14,#34,GW252/13600,(5)发电状态,5,2025-11-25 17:14:32,2025-11-26 11:37:18,66166,18.38
17,L14,#34,GW252/13600,(4)启机状态,4,2025-11-25 17:13:49,2025-11-25 17:14:32,43,0.01
18,L14,#34,GW252/13600,(3)待机状态,3,2025-11-25 17:13:11,2025-11-25 17:13:49,38,0.01
19,L14,#34,GW252/13600,(2)停机状态,2,2025-11-25 17:04:04,2025-11-25 17:13:11,547,0.15
20,L14,#34,GW252/13600,(1)停机过程,1,2025-11-25 17:03:01,2025-11-25 17:04:04,63,0.02
21,L14,#34,GW252/13600,(5)发电状态,5,2025-11-25 13:32:50,2025-11-25 17:03:01,12611,3.5
22,L14,#34,GW252/13600,(4)启机状态,4,2025-11-25 13:32:12,2025-11-25 13:32:50,38,0.01
23,L14,#34,GW252/13600,(3)待机状态,3,2025-11-25 13:31:36,2025-11-25 13:32:12,36,0.01
24,L14,#34,GW252/13600,(2)停机状态,2,2025-11-25 13:10:08,2025-11-25 13:31:36,1288,0.36
25,L14,#34,GW252/13600,(1)停机过程,1,2025-11-25 13:09:13,2025-11-25 13:10:08,55,0.02
26,L14,#34,GW252/13600,(5)发电状态,5,2025-11-25 12:59:35,2025-11-25 13:09:13,578,0.16
27,L14,#34,GW252/13600,(4)启机状态,4,2025-11-25 12:58:55,2025-11-25 12:59:35,40,0.01
28,L14,#34,GW252/13600,(3)待机状态,3,2025-11-25 12:58:21,2025-11-25 12:58:55,34,0.01
29,L14,#34,GW252/13600,(2)停机状态,2,2025-11-25 11:12:57,2025-11-25 12:58:21,6324,1.76
30,L14,#34,GW252/13600,(1)停机过程,1,2025-11-25 11:12:02,2025-11-25 11:12:57,55,0.02
