设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#2];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L01,#2,GW252/13600,(9)维护状态,9,2025-11-19 09:08:35,2025-12-01 23:59:59,1090284,302.86
2,L01,#2,GW252/13600,(2)停机状态,2,2025-11-19 08:56:40,2025-11-19 09:08:35,715,0.2
3,L01,#2,GW252/13600,(1)停机过程,1,2025-11-19 08:56:35,2025-11-19 08:56:40,5,0
4,L01,#2,GW252/13600,(9)维护状态,9,2025-11-02 21:34:32,2025-11-19 08:56:35,1423323,395.37
5,L01,#2,GW252/13600,(2)停机状态,2,2025-11-02 21:32:34,2025-11-02 21:34:32,118,0.03
6,L01,#2,GW252/13600,(1)停机过程,1,2025-11-02 21:32:29,2025-11-02 21:32:34,5,0
7,L01,#2,GW252/13600,(9)维护状态,9,2025-10-16 21:08:00,2025-11-02 21:32:29,1470269,408.41
8,L01,#2,GW252/13600,(2)停机状态,2,2025-10-16 20:17:30,2025-10-16 21:08:00,3030,0.84
9,L01,#2,GW252/13600,(1)停机过程,1,2025-10-16 20:17:20,2025-10-16 20:17:30,10,0
10,L01,#2,GW252/13600,(9)维护状态,9,2025-10-15 15:49:38,2025-10-16 20:17:20,102462,28.46
11,L01,#2,GW252/13600,(2)停机状态,2,2025-10-15 15:03:05,2025-10-15 15:49:38,2793,0.78
12,L01,#2,GW252/13600,(1)停机过程,1,2025-10-15 15:03:00,2025-10-15 15:03:05,5,0
13,L01,#2,GW252/13600,(2)停机状态,2,2025-10-09 12:24:52,2025-10-15 15:03:00,527888,146.64
14,L01,#2,GW252/13600,(1)停机过程,1,2025-10-09 12:24:41,2025-10-09 12:24:52,11,0
15,L01,#2,GW252/13600,(9)维护状态,9,2025-10-08 09:33:38,2025-10-09 12:24:41,96663,26.85
16,L01,#2,GW252/13600,(1)停机过程,1,2025-10-08 09:33:33,2025-10-08 09:33:38,5,0
17,L01,#2,GW252/13600,(9)维护状态,9,2025-10-08 09:22:41,2025-10-08 09:33:33,652,0.18
18,L01,#2,GW252/13600,(2)停机状态,2,2025-10-08 09:22:39,2025-10-08 09:22:41,2,0
19,L01,#2,GW252/13600,(1)停机过程,1,2025-10-08 09:22:29,2025-10-08 09:22:39,10,0
20,L01,#2,GW252/13600,(9)维护状态,9,2025-10-08 09:14:23,2025-10-08 09:22:29,486,0.14
21,L01,#2,GW252/13600,(1)停机过程,1,2025-10-08 09:14:19,2025-10-08 09:14:23,4,0
22,L01,#2,GW252/13600,(9)维护状态,9,2025-10-07 23:53:09,2025-10-08 09:14:19,33670,9.35
23,L01,#2,GW252/13600,(2)停机状态,2,2025-10-07 23:52:01,2025-10-07 23:53:09,68,0.02
24,L01,#2,GW252/13600,(9)维护状态,9,2025-10-07 23:32:21,2025-10-07 23:52:01,1180,0.33
25,L01,#2,GW252/13600,(2)停机状态,2,2025-10-07 23:26:20,2025-10-07 23:32:21,361,0.1
26,L01,#2,GW252/13600,(1)停机过程,1,2025-10-07 23:26:14,2025-10-07 23:26:20,6,0
27,L01,#2,GW252/13600,(9)维护状态,9,2025-10-07 22:27:04,2025-10-07 23:26:14,3550,0.99
28,L01,#2,GW252/13600,(1)停机过程,1,2025-10-07 22:26:58,2025-10-07 22:27:04,6,0
29,L01,#2,GW252/13600,(9)维护状态,9,2025-10-07 21:34:35,2025-10-07 22:26:58,3143,0.87
30,L01,#2,GW252/13600,(0)初始化,0,2025-10-07 21:31:35,2025-10-07 21:34:35,180,0.05
31,L01,#2,GW252/13600,(2)停机状态,2,2025-10-07 21:30:34,2025-10-07 21:31:35,61,0.02
32,L01,#2,GW252/13600,(1)停机过程,1,2025-10-07 21:30:30,2025-10-07 21:30:34,4,0
33,L01,#2,GW252/13600,(9)维护状态,9,2025-10-07 20:30:58,2025-10-07 21:30:30,3572,0.99
34,L01,#2,GW252/13600,(2)停机状态,2,2025-10-07 20:12:03,2025-10-07 20:30:58,1135,0.32
35,L01,#2,GW252/13600,(1)停机过程,1,2025-10-07 20:11:58,2025-10-07 20:12:03,5,0
36,L01,#2,GW252/13600,(2)停机状态,2,2025-10-06 09:38:50,2025-10-07 20:11:58,124388,34.55
37,L01,#2,GW252/13600,(1)停机过程,1,2025-10-06 09:38:44,2025-10-06 09:38:50,6,0
38,L01,#2,GW252/13600,(9)维护状态,9,2025-10-06 00:52:13,2025-10-06 09:38:44,31591,8.78
39,L01,#2,GW252/13600,(2)停机状态,2,2025-10-05 04:44:38,2025-10-06 00:52:13,72455,20.13
40,L01,#2,GW252/13600,(1)停机过程,1,2025-10-05 04:44:28,2025-10-05 04:44:38,10,0
41,L01,#2,GW252/13600,(9)维护状态,9,2025-10-05 04:40:53,2025-10-05 04:44:28,215,0.06
42,L01,#2,GW252/13600,(2)停机状态,2,2025-10-05 03:22:06,2025-10-05 04:40:53,4727,1.31
43,L01,#2,GW252/13600,(1)停机过程,1,2025-10-05 03:21:56,2025-10-05 03:22:06,10,0
44,L01,#2,GW252/13600,(9)维护状态,9,2025-10-05 00:48:31,2025-10-05 03:21:56,9205,2.56
45,L01,#2,GW252/13600,(2)停机状态,2,2025-10-05 00:42:36,2025-10-05 00:48:31,355,0.1
46,L01,#2,GW252/13600,(1)停机过程,1,2025-10-05 00:42:26,2025-10-05 00:42:36,10,0
47,L01,#2,GW252/13600,(9)维护状态,9,2025-10-05 00:33:14,2025-10-05 00:42:26,552,0.15
48,L01,#2,GW252/13600,(9)维护状态,9,2025-10-02 07:24:37,2025-10-05 00:33:14,234517,65.14
49,L01,#2,GW252/13600,(2)停机状态,2,2025-10-02 06:57:41,2025-10-02 07:24:37,1616,0.45
50,L01,#2,GW252/13600,(1)停机过程,1,2025-10-02 06:57:35,2025-10-02 06:57:41,6,0
51,L01,#2,GW252/13600,(9)维护状态,9,2025-10-01 23:35:52,2025-10-02 06:57:35,26503,7.36
52,L01,#2,GW252/13600,(2)停机状态,2,2025-10-01 23:26:45,2025-10-01 23:35:52,547,0.15
53,L01,#2,GW252/13600,(1)停机过程,1,2025-10-01 23:26:37,2025-10-01 23:26:45,8,0
54,L01,#2,GW252/13600,(9)维护状态,9,2025-10-01 23:19:24,2025-10-01 23:26:37,433,0.12
55,L01,#2,GW252/13600,(2)停机状态,2,2025-10-01 23:13:27,2025-10-01 23:19:24,357,0.1
56,L01,#2,GW252/13600,(1)停机过程,1,2025-10-01 23:13:22,2025-10-01 23:13:27,5,0
57,L01,#2,GW252/13600,(9)维护状态,9,2025-09-28 23:29:02,2025-10-01 23:13:22,258260,71.74
58,L01,#2,GW252/13600,(2)停机状态,2,2025-09-28 23:27:27,2025-09-28 23:29:02,95,0.03
59,L01,#2,GW252/13600,(9)维护状态,9,2025-09-25 02:59:27,2025-09-28 23:27:27,332880,92.47
60,L01,#2,GW252/13600,(2)停机状态,2,2025-09-24 10:20:54,2025-09-25 02:59:27,59913,16.64
61,L01,#2,GW252/13600,(1)停机过程,1,2025-09-24 10:20:44,2025-09-24 10:20:54,10,0
62,L01,#2,GW252/13600,(9)维护状态,9,2025-09-24 10:15:05,2025-09-24 10:20:44,339,0.09
63,L01,#2,GW252/13600,(2)停机状态,2,2025-09-24 10:13:20,2025-09-24 10:15:05,105,0.03
64,L01,#2,GW252/13600,(9)维护状态,9,2025-09-24 09:55:03,2025-09-24 10:13:20,1097,0.3
65,L01,#2,GW252/13600,(2)停机状态,2,2025-09-24 09:48:59,2025-09-24 09:55:03,364,0.1
66,L01,#2,GW252/13600,(1)停机过程,1,2025-09-24 09:48:48,2025-09-24 09:48:59,11,0
67,L01,#2,GW252/13600,(9)维护状态,9,2025-09-24 09:48:34,2025-09-24 09:48:48,14,0
68,L01,#2,GW252/13600,(2)停机状态,2,2025-09-24 09:48:24,2025-09-24 09:48:34,10,0
69,L01,#2,GW252/13600,(1)停机过程,1,2025-09-24 09:48:13,2025-09-24 09:48:24,11,0
70,L01,#2,GW252/13600,(9)维护状态,9,2025-09-24 06:20:48,2025-09-24 09:48:13,12445,3.46
71,L01,#2,GW252/13600,(2)停机状态,2,2025-09-24 06:20:39,2025-09-24 06:20:48,9,0
72,L01,#2,GW252/13600,(9)维护状态,9,2025-09-22 21:55:01,2025-09-24 06:20:39,116738,32.43
73,L01,#2,GW252/13600,(2)停机状态,2,2025-09-22 21:51:30,2025-09-22 21:55:01,211,0.06
74,L01,#2,GW252/13600,(1)停机过程,1,2025-09-22 21:51:21,2025-09-22 21:51:30,9,0
75,L01,#2,GW252/13600,(9)维护状态,9,2025-09-22 10:55:55,2025-09-22 21:51:21,39326,10.92
76,L01,#2,GW252/13600,(2)停机状态,2,2025-09-20 06:27:21,2025-09-22 10:55:55,188914,52.48
77,L01,#2,GW252/13600,(1)停机过程,1,2025-09-20 06:27:11,2025-09-20 06:27:21,10,0
78,L01,#2,GW252/13600,(9)维护状态,9,2025-09-20 06:09:54,2025-09-20 06:27:11,1037,0.29
79,L01,#2,GW252/13600,(2)停机状态,2,2025-09-20 06:08:18,2025-09-20 06:09:54,96,0.03
80,L01,#2,GW252/13600,(1)停机过程,1,2025-09-20 06:08:13,2025-09-20 06:08:18,5,0
81,L01,#2,GW252/13600,(9)维护状态,9,2025-09-17 19:46:08,2025-09-20 06:08:13,210125,58.37
82,L01,#2,GW252/13600,(2)停机状态,2,2025-09-17 19:46:06,2025-09-17 19:46:08,2,0
83,L01,#2,GW252/13600,(1)停机过程,1,2025-09-17 19:45:59,2025-09-17 19:46:06,7,0
84,L01,#2,GW252/13600,(9)维护状态,9,2025-09-13 03:44:32,2025-09-17 19:45:59,403287,112.02
85,L01,#2,GW252/13600,(2)停机状态,2,2025-09-13 03:37:47,2025-09-13 03:44:32,405,0.11
86,L01,#2,GW252/13600,(1)停机过程,1,2025-09-13 03:36:14,2025-09-13 03:37:47,93,0.03
87,L01,#2,GW252/13600,(5)发电状态,5,2025-09-12 12:34:57,2025-09-13 03:36:14,54077,15.02
88,L01,#2,GW252/13600,(4)启机状态,4,2025-09-12 12:32:45,2025-09-12 12:34:57,132,0.04
89,L01,#2,GW252/13600,(3)待机状态,3,2025-09-12 05:59:53,2025-09-12 12:32:45,23572,6.55
90,L01,#2,GW252/13600,(2)停机状态,2,2025-09-12 05:23:03,2025-09-12 05:59:53,2210,0.61
91,L01,#2,GW252/13600,(1)停机过程,1,2025-09-12 05:22:06,2025-09-12 05:23:03,57,0.02
92,L01,#2,GW252/13600,(5)发电状态,5,2025-09-11 05:40:42,2025-09-12 05:22:06,85284,23.69
93,L01,#2,GW252/13600,(4)启机状态,4,2025-09-11 05:39:35,2025-09-11 05:40:42,67,0.02
94,L01,#2,GW252/13600,(3)待机状态,3,2025-09-11 04:34:32,2025-09-11 05:39:35,3903,1.08
95,L01,#2,GW252/13600,(2)停机状态,2,2025-09-11 03:56:51,2025-09-11 04:34:32,2261,0.63
96,L01,#2,GW252/13600,(1)停机过程,1,2025-09-11 03:55:54,2025-09-11 03:56:51,57,0.02
97,L01,#2,GW252/13600,(5)发电状态,5,2025-09-11 01:06:28,2025-09-11 03:55:54,10166,2.82
