设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#24];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L15,#24,GW252/13600,(5)发电状态,5,2025-11-28 12:58:23,2025-12-01 23:59:59,298896,83.03
2,L15,#24,GW252/13600,(4)启机状态,4,2025-11-28 12:57:44,2025-11-28 12:58:23,39,0.01
3,L15,#24,GW252/13600,(3)待机状态,3,2025-11-28 12:57:08,2025-11-28 12:57:44,36,0.01
4,L15,#24,GW252/13600,(2)停机状态,2,2025-11-28 12:24:19,2025-11-28 12:57:08,1969,0.55
5,L15,#24,GW252/13600,(1)停机过程,1,2025-11-28 12:23:25,2025-11-28 12:24:19,54,0.02
6,L15,#24,GW252/13600,(5)发电状态,5,2025-11-26 14:16:33,2025-11-28 12:23:25,166012,46.11
7,L15,#24,GW252/13600,(4)启机状态,4,2025-11-26 14:15:47,2025-11-26 14:16:33,46,0.01
8,L15,#24,GW252/13600,(3)待机状态,3,2025-11-26 14:15:09,2025-11-26 14:15:47,38,0.01
9,L15,#24,GW252/13600,(2)停机状态,2,2025-11-26 14:05:27,2025-11-26 14:15:09,582,0.16
10,L15,#24,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:27,59,0.02
11,L15,#24,GW252/13600,(5)发电状态,5,2025-11-26 13:45:55,2025-11-26 14:04:28,1113,0.31
12,L15,#24,GW252/13600,(4)启机状态,4,2025-11-26 13:45:04,2025-11-26 13:45:55,51,0.01
13,L15,#24,GW252/13600,(3)待机状态,3,2025-11-26 13:44:27,2025-11-26 13:45:04,37,0.01
14,L15,#24,GW252/13600,(2)停机状态,2,2025-11-26 13:25:37,2025-11-26 13:44:27,1130,0.31
15,L15,#24,GW252/13600,(1)停机过程,1,2025-11-26 13:24:35,2025-11-26 13:25:37,62,0.02
16,L15,#24,GW252/13600,(5)发电状态,5,2025-11-26 12:50:21,2025-11-26 13:24:35,2054,0.57
17,L15,#24,GW252/13600,(4)启机状态,4,2025-11-26 12:49:36,2025-11-26 12:50:21,45,0.01
18,L15,#24,GW252/13600,(3)待机状态,3,2025-11-26 12:48:59,2025-11-26 12:49:36,37,0.01
19,L15,#24,GW252/13600,(2)停机状态,2,2025-11-26 11:38:14,2025-11-26 12:48:59,4245,1.18
20,L15,#24,GW252/13600,(1)停机过程,1,2025-11-26 11:37:19,2025-11-26 11:38:14,55,0.02
21,L15,#24,GW252/13600,(5)发电状态,5,2025-11-25 17:14:34,2025-11-26 11:37:19,66165,18.38
22,L15,#24,GW252/13600,(4)启机状态,4,2025-11-25 17:13:49,2025-11-25 17:14:34,45,0.01
23,L15,#24,GW252/13600,(3)待机状态,3,2025-11-25 17:13:11,2025-11-25 17:13:49,38,0.01
24,L15,#24,GW252/13600,(2)停机状态,2,2025-11-25 17:04:03,2025-11-25 17:13:11,548,0.15
25,L15,#24,GW252/13600,(1)停机过程,1,2025-11-25 17:03:01,2025-11-25 17:04:03,62,0.02
26,L15,#24,GW252/13600,(5)发电状态,5,2025-11-25 13:32:52,2025-11-25 17:03:01,12609,3.5
27,L15,#24,GW252/13600,(4)启机状态,4,2025-11-25 13:32:13,2025-11-25 13:32:52,39,0.01
28,L15,#24,GW252/13600,(3)待机状态,3,2025-11-25 13:31:36,2025-11-25 13:32:13,37,0.01
29,L15,#24,GW252/13600,(2)停机状态,2,2025-11-25 13:10:07,2025-11-25 13:31:36,1289,0.36
